クリス・アーノルド,クリス・アーノルド,アーノルド
川口寛人,カワグチ ヒロト,カワグチ
川口容資,カワグチ ヨウスケ,カワグチ
川口芳弘,カワグチ ヨシヒロ,カワグチ
川越誠司,カワゴエ セイジ,カワゴエ
川越透,カワゴエ トオル,カワゴエ
川越英隆,カワゴエ ヒデタカ,カワゴエ
川越亀二,カワゴシ カメジ,カワゴシ
川崎啓之介,カワサキ ケイノスケ,カワサキ
川崎憲次郎,カワサキ ケンジロウ,カワサキ
川崎貴弘,カワサキ タカヒロ,カワサキ
川崎徳次,カワサキ トクジ,カワサキ
川崎成晃,カワサキ ナリアキ,カワサキ
川崎宗則,カワサキ ムネノリ,カワサキ
川崎泰央,カワサキ ヤスオ,カワサキ
川崎雄介,カワサキ ユウスケ,カワサキ
川崎義文,カワサキ ヨシフミ,カワサキ
川崎義通,カワサキ ヨシミチ,カワサキ
川島慶三,カワシマ ケイゾウ,カワシマ
川島堅,カワシマ ケン,カワシマ
川島孝,カワシマ タカシ,カワシマ
川島典秋,カワシマ ノリアキ,カワシマ
川島正幸,カワシマ マサユキ,カワシマ
川島亮,カワシマ リョウ,カワシマ
川尻哲郎,カワジリ テツロウ,カワジリ
川頭秀人,カワズ ヒデト,カワズ
川瀬晃,カワセ ヒカル,カワセ
川瀬宏之,カワセ ヒロユキ,カワセ
川添將大,カワゾエ マサヒロ,カワゾエ
河田寿司,カワタ ヒサシ,カワタ
河田雄祐,カワダ ユウスケ,カワダ
川田幸夫,カワダ ユキオ,カワダ
河内忠吾,カワチ タダミチ,カワチ
河津憲一(河津宏紀),カワヅ ケンイチ,カワヅ
川藤幸三,カワトウ コウゾウ,カワトウ
川藤龍之輔,カワトウ リュウノスケ,カワトウ
川名慎一,カワナ シンイチ,カワナ
川中基嗣,カワナカ モトツグ,カワナカ
河西俊雄,カワニシ トシオ,カワニシ
河西宏和,カワニシ ヒロカズ,カワニシ
河野元貴,カワノ ゲンキ,カワノ
河野正,カワノ タダシ,カワノ
河野秀数,カワノ ヒデカズ,カワノ
河野昌人,カワノ マサト,カワノ
河野誉彦,カワノ ヤスヒコ,カワノ
川野雄一,カワノ ユウイチ,カワノ
河野亮,カワノ リョウ,カワノ
川端一彰,カワバタ カズアキ,カワバタ
川畑和人,カワバタ カズト,カワバタ
川端順,カワバタ ジュン,カワバタ
川端慎吾,カワバタ シンゴ,カワバタ
川端崇義,カワバタ タカヨシ,カワバタ
川畑博,カワバタ ヒロシ,カワバタ
川畑泰博,カワバタ ヤスヒロ,カワバタ
河端龍,カワバタ リュウ,カワバタ
河原明,カワハラ アキラ,カワハラ
河原主尚,カワハラ キミナガ,カワハラ
河原純一,カワハラ ジュンイチ,カワハラ
川原昭二,カワハラ ショウジ,カワハラ
川原新治,カワハラ シンジ,カワハラ
川原弘之,カワハラ ヒロユキ,カワハラ
川原政数,カワハラ マサカズ,カワハラ
河原隆一,カワハラ リュウイチ,カワハラ
川原陸,カワハラ リク,カワハラ
川邉忠義,カワベ タダヨシ,カワベ
川俣浩明,カワマタ ヒロアキ,カワマタ
川又米利,カワマタ ヨネトシ,カワマタ
川満寛弥,カワミツ ヒロヤ,カワミツ
河村章,カワムラ アキラ,カワムラ
川村一明,カワムラ カズアキ,カワムラ
河村健一郎,カワムラ ケンイチロウ,カワムラ
川村正太郎,カワムラ ショウタロウ,カワムラ
川村丈夫,カワムラ タケオ,カワムラ
河村達彦,カワムラ タツヒコ,カワムラ
川村徳久,カワムラ トクヒサ,カワムラ
河村久文,カワムラ ヒサフミ,カワムラ
河村英文,カワムラ ヒデフミ,カワムラ
川村博昭,カワムラ ヒロアキ,カワムラ
河村保彦,カワムラ ヤスヒコ,カワムラ
川本和宏,カワモト カズヒロ,カワモト
川本浩次,カワモト コウジ,カワモト
川本浩次,カワモト コウジ,カワモト
川本徳三,カワモト トクゾウ,カワモト
川本智徳,カワモト トモノリ,カワモト
河本育之,カワモト ヤスユキ,カワモト
川本良平,カワモト リョウヘイ,カワモト
河原田明,カワラダ アキラ,カワラダ
瓦谷嘉宏,カワラタニ ヨシヒロ,カワラタニ
菅利雄,カン トシオ,カン
神垣雅詔,カンガキ マサアキ,カンガキ
神吉俊和,カンキ トシカズ,カンキ
神崎安隆,カンザキ ヤスタカ,カンザキ
オジー・カンセコ,オジー・カンセコ,カンセコ
管田薫,カンダ カオル,カンダ
神田大介,カンダ ダイスケ,カンダ
神田大輔,カンダ ダイスケ,カンダ
神田武夫,カンダ タケオ,カンダ
神田直輝,カンダ ナオキ,カンダ
神田昌男,カンダ マサオ,カンダ
神田義英,カンダ ヨシヒデ,カンダ
神高義幸,カンダカ ヨシユキ,カンダカ
関東孝雄,カントウ タカオ,カントウ
勧野甲輝,カンノ コウキ,カンノ
菅野武雄,カンノ タケオ,カンノ
クリストファー・カンバーランド,クリストファー・カンバーランド,カンバーランド
上林繁次郎,カンバヤシ シゲジロウ,カンバヤシ
神原隆彦,カンバラ タカヒコ,カンバラ
神部年男,カンベ トシオ,カンベ
神戸文也,カンベ フミヤ,カンベ
フランク・カンポス,フランク・カンポス,カンポス
レオネル・カンポス,レオネル・カンポス,カンポス
マーティ・キーオ,マーティ・キーオ,キーオ
マット・キーオ,マット・キーオ,キーオ
木織武美,キオリ タケヨシ,キオリ
菊川昭二郎,キクカワ ショウジロウ,キクカワ
菊沢竜佑,キクサワ リュウスケ,キクサワ
菊地彰穂,キクチ アキホ,キクチ
菊地和正,キクチ カズマサ,キクチ
菊地恭一,キクチ キョウイチ,キクチ
菊地武和,キクチ タケカズ,キクチ
菊池俊夫,キクチ トシオ,キクチ
菊地秀之,キクチ ヒデユキ,キクチ
菊地博仁,キクチ ヒロヒト,キクチ
菊地正法,キクチ マサノリ,キクチ
菊池保則,キクチ ヤスノリ,キクチ
菊池雄星,キクチ ユウセイ,キクチ
菊池涼介,キクチ リョウスケ,キクチ
菊地原毅,キクチハラ ツヨシ,キクチハラ
菊村徳用,キクムラ トクヨ,キクムラ
菊矢吉男,キクヤ ヨシオ,キクヤ
木興拓哉,キコウ タクヤ,キコウ
木頃博巧,キゴロ ヒロヨシ,キゴロ
木佐貫洋,キサヌキ ヒロシ,キサヌキ
岸勝之,キシ カツユキ,キシ
岸敬祐,キシ ケイスケ,キシ
岸孝之,キシ タカユキ,キシ
岸輝男,キシ テルオ,キシ
岸上守,キシガミ マモル,キシガミ
岸川勝也,キシカワ カツヤ,キシカワ
岸川登俊,キシカワ タカトシ,キシカワ
岸川雄二,キシカワ ユウジ,キシカワ
岸里亮佑,キシサト リョウスケ,キシサト
岸田護,キシダ マモル,キシダ
岸田行倫,キシダ ユキノリ,キシダ
岸本淳希,キシモト ジュンキ,キシモト
岸本正治,キシモト ショウジ,キシモト
岸本千明,キシモト チアキ,キシモト
岸本秀樹,キシモト ヒデキ,キシモト
喜瀬正顕,キセ マサアキ,キセ
北篤,キタ アツシ,キタ
喜多隆志,キタ タカシ,キタ
北安博,キタ ヤスヒロ,キタ
木田勇,キダ イサム,キダ
喜田剛,キダ ゴウ,キダ
紀田彰一,キダ ショウイチ,キダ
木田優夫,キダ マサオ,キダ
北井正雄,キタイ マサオ,キタイ
北浦三男,キタウラ ミツオ,キタウラ
北浦竜次,キタウラ リュウジ,キタウラ
北尾一喜,キタオ カズヨシ,キタオ
北方悠誠,キタガタ ユウジョウ,キタガタ
北角富士雄,キタカド フジオ,キタカド
北川桂太郎,キタガワ ケイタロウ,キタガワ
北川公一,キタガワ コウイチ,キタガワ
北川晋,キタガワ ススム,キタガワ
北川哲也,キタガワ テツヤ,キタガワ
北川隼行（北川利之）,キタガワ トシユキ,キタガワ
北川智規,キタガワ トモノリ,キタガワ
北川信義,キタガワ ノブヨシ,キタガワ
北川久治,キタガワ ヒサジ,キタガワ
北川博敏,キタガワ ヒロトシ,キタガワ
北川裕司,キタガワ ユウジ,キタガワ
北川芳男,キタガワ ヨシオ,キタガワ
北川倫太郎,キタガワ リンタロウ,キタガワ
木立章成,キダチ アキナリ,キダチ
木谷寿巳,キタニ ヒサシ,キタニ
北野勝則,キタノ カツノリ,キタノ
北野洸貴,キタノ コウキ,キタノ
北野勉,キタノ ツトム,キタノ
北野良栄,キタノ ヨシハル,キタノ
北之園隆生,キタノソノ リュウセイ,キタノソノ
北畑利雄,キタハタ トシオ,キタハタ
北原喜久男,キタハラ キクオ,キタハラ
北原啓,キタハラ サトシ,キタハラ
北原泰二,キタハラ タイジ,キタハラ
北原昇,キタハラ ノボル,キタハラ
北別府学,キタベップ マナブ,キタベップ
北村修一,キタムラ シュウイチ,キタムラ
北村俊介,キタムラ シュンスケ,キタムラ
北村正司,キタムラ ショウジ,キタムラ
北村親夫,キタムラ チカオ,キタムラ
北村照文,キタムラ テルフミ,キタムラ
北村拓己,キタムラ タクミ,キタムラ
北本重二,キタモト シゲジ,キタモト
木樽正明,キタル マサアキ,キタル
木塚敦志,キヅカ アツシ,キヅカ
木塚忠助,キヅカ チュウスケ,キヅカ
木次文夫,キツギ フミオ,キツギ
クリストファー・ギッセル,クリストファー・ギッセル,ギッセル
橘高淳,キッタカ アツシ,キッタカ
木戸克彦,キド カツヒコ,キド
城戸則文,キド ノリフミ,キド
木戸美摸,キド ヨシノリ,キド
鬼頭数雄,キトウ カズオ,キトウ
鬼頭勝治,キトウ カツジ,キトウ
鬼頭政一,キトウ セイイチ,キトウ
鬼頭洋,キトウ ヒロシ,キトウ
紀藤広光,キトウ ヒロミツ,キトウ
紀藤真琴,キトウ マコト,キトウ
鬼頭政一,キトウ マサイチ,キトウ
城所龍磨,キドコロ リュウマ,キドコロ
木浪聖也,キナミ セイヤ,キナミ
マット・キニー,マット・キニー,キニー
木庭教,キニワ サトシ,キニワ
衣笠祥雄,キヌガサ サチオ,キヌガサ
衣川篤史,キヌガワ アツシ,キヌガワ
衣川幸夫,キヌガワ ユキオ,キヌガワ
木下育彦,キノシタ イクヒコ,キノシタ
木下勇,キノシタ イサム,キノシタ
木下強三,キノシタ キョウゾウ,キノシタ
木下拓哉,キノシタ タクヤ,キノシタ
木下達生,キノシタ タツオ,キノシタ
木下貞一,キノシタ テイイチ,キノシタ
木下富雄,キノシタ トミオ,キノシタ
木下智裕（木下智裕）,キノシタ トモヒロ,キノシタ
木下博喜,キノシタ ヒロキ,キノシタ
木下文信,キノシタ フミノブ,キノシタ
木下雅弘,キノシタ マサヒロ,キノシタ
木下政文,キノシタ マサフミ,キノシタ
木下雄介,キノシタ ユウスケ,キノシタ
木原彰彦,キハラ アキヒコ,キハラ
木原義隆,キハラ ヨシタカ,キハラ
ロバート・ギブソン,ロバート・ギブソン,ギブソン
ブライアン・ギブンス,ブライアン・ギブンス,ギブンス
宜保翔,ギボ ショウ,ギボ
木全竹雄,キマタ タケオ,キマタ
木俣達彦,キマタ タツヒコ,キマタ
君波隆祥,キミナミ タカヨシ,キミナミ
君野健一,キミノ ケンイチ,キミノ
金泰均,キム テギュン,キム
金炳賢,キム ビョンヒョン,キム
金無英,キム ムヨン,キム
木村一夫,キムラ カズオ,キムラ
木村一喜（木村考壱朗）,キムラ カズヨシ,キムラ
木村勝男,キムラ カツオ,キムラ
木村軍治,キムラ グンジ,キムラ
木村恵二,キムラ ケイジ,キムラ
木村謙吾,キムラ ケンゴ,キムラ
木村考壱朗,キムラ コウイチロウ,キムラ
木村孝平,キムラ コウヘイ,キムラ
木村幸生,キムラ サチオ,キムラ
木村聡司,キムラ サトシ,キムラ
木村悟,キムラ サトル,キムラ
木村重視,キムラ シゲミ,キムラ
木村茂,キムラ シゲル,キムラ
木村俊一,キムラ シュンイチ,キムラ
木村昇吾,キムラ ショウゴ,キムラ
木村正太,キムラ ショウタ,キムラ
木村進一,キムラ シンイチ,キムラ
木村貴臣（木村重視）,キムラ タカオミ,キムラ
木村孝,キムラ タカシ,キムラ
木村拓也,キムラ タクヤ,キムラ
木村忠雄,キムラ タダオ,キムラ
木村保,キムラ タモツ,キムラ
木村勉,キムラ ツトム,キムラ
木村富雄,キムラ トミオ,キムラ
木村久,キムラ ヒサシ,キムラ
木村広,キムラ ヒロシ,キムラ
木村博,キムラ ヒロシ,キムラ
木村文紀,キムラ フミカズ,キムラ
木村昌広,キムラ マサヒロ,キムラ
木村基治,キムラ モトジ,キムラ
木村保久,キムラ ヤスヒサ,キムラ
木村雄太,キムラ ユウタ,キムラ
木村由夫,キムラ ヨシオ,キムラ
木村龍治,キムラ リュウジ,キムラ
木村敏靖,キムラ トシヤス,キムラ
木村竹志（石井毅）,キムラ タケシ,キムラ（イシイ）
木元邦之,キモト クニユキ,キモト
木本茂美,キモト シゲミ,キモト
木本幸広,キモト ユキヒロ,キモト
木谷良平,キヤ リョウヘイ,キヤ
鬼屋敷正人,キヤシキ マサト,キヤシキ
ゲーブ・キャプラー,ゲーブ・キャプラー,キャプラー
フランシスコ・キャブレラ,フランシスコ・キャブレラ,キャブレラ
木山英求,キヤマ エイキュウ,キヤマ
エディ・ギャラード,エディ・ギャラード,ギャラード
マーク・キャリオン,マーク・キャリオン,キャリオン
ウェイン・ギャレット,ウェイン・ギャレット,ギャレット
エイドリアン・ギャレット,エイドリアン・ギャレット,ギャレット
アレクシス・キャンデラリオ,アレクシス・キャンデラリオ,キャンデラリオ
マイク・キャンベル,マイク・キャンベル,キャンベル
エリック・キャンベル,エリック・キャンベル,キャンベル
久喜勲,キュウキ イサオ,キュウキ
久古健太郎,キュウコ ケンタロウ,キュウコ
京田陽太,キョウダ ヨウタ,キョウダ
京山将弥,キョウヤマ マサヤ,キョウヤマ
清川栄治,キヨカワ エイジ,キヨカワ
喜吉文雄,キヨシ フミオ,キヨシ
清田育宏,キヨタ イクヒロ,キヨタ
清田文章,キヨタ フミアキ,キヨタ
清原和博,キヨハラ カズヒロ,キヨハラ
清原大貴,キヨハラ ダイキ,キヨハラ
清原初男,キヨハラ ハツオ,キヨハラ
清原雄一,キヨハラ ユウイチ,キヨハラ
清宮幸太郎,キヨミヤ コウタロウ,キヨミヤ
吉良修一,キラ シュウイチ,キラ
吉良俊則,キラ トシノリ,キラ
切通猛,キリトオシ タケシ,キリトオシ
ショーン・ギルバート,ショーン・ギルバート,ギルバート
プレストン・ギルメット,プレストン・ギルメット,ギルメット
マイク・キンケード,マイク・キンケード,キンケード
金城晃世,キンジョウ アキヨ,キンジョウ
金城宰之左,キンジョウ スズノスケ,キンジョウ
金城龍彦,キンジョウ タツヒコ,キンジョウ
金城鉄治,キンジョウ テツジ,キンジョウ
金城博和,キンジョウ ヒロカズ,キンジョウ
金城政夫,キンジョウ マサオ,キンジョウ
具臺晟,ク デソン,ク
マーカス・グウィン,マーカス・グウィン,グウィン
スコット・クーパー,スコット・クーパー,クーパー
リンゼイ・グーリン,リンゼイ・グーリン,グーリン
スコット・クールボー,スコット・クールボー,クールボー
ジム・クォルス,ジム・クォルス,クォルス
九鬼隆平,クキ リュウヘイ,クキ
釘谷肇,クギタニ ハジメ,クギタニ
日下章,クサカ アキラ,クサカ
日下隆,クサカ タカシ,クサカ
日下正勝,クサカ マサカツ,クサカ
草野大輔,クサノ ダイスケ,クサノ
久慈照嘉,クジ テルヨシ,クジ
櫛田由美彦,クシダ ユミヒコ,クシダ
串原泰夫,クシハラ ヤスオ,クシハラ
久代義明,クシロ ヨシアキ,クシロ
葛川健司,クズカワ ケンジ,クズカワ
楠城徹,クスキ トオル,クスキ
楠城祐介,クスキ ユウスケ,クスキ
楠安夫,クスノキ ヤスオ,クスノキ
楠貴彦,クスノキ タカヒコ,クスノキ
楠橋高幸,クスバシ タカユキ,クスバシ
アントニオ・グスマン,アントニオ・グスマン,グスマン
ジョエル・グスマン,ジョエル・グスマン,グスマン
ドミンゴ・グスマン,ドミンゴ・グスマン,グスマン
ヘスス・グスマン,ヘスス・グスマン,グスマン
久住静男,クスミ シズオ,クスミ
楠本秀雄,クスモト ヒデオ,クスモト
楠本泰史,クスモト タイシ,クスモト
ライアン・クック,ライアン・クック,クック
ダニー・グッドウィン,ダニー・グッドウィン,グッドウィン
工藤一彦,クドウ カズヒコ,クドウ
工藤公康,クドウ キミヤス,クドウ
工藤隆人,クドウ タカヒト,クドウ
工藤友也,クドウ トモヤ,クドウ
工藤博義,クドウ ヒロヨシ,クドウ
工藤正明,クドウ マサアキ,クドウ
工藤幹夫,クドウ ミキオ,クドウ
工藤建太,クドウ ケンタ,クドウ
国枝利通,クニエダ トシミチ,クニエダ
国岡恵治,クニオカ ケイジ,クニオカ
国木剛太,クニキ ゴウタ,クニキ
国貞泰汎,クニサダ ヤスヒロ,クニサダ
国沢道雄,クニザワ ミチオ,クニザワ
国頭光仁,クニトウ コウジ,クニトウ
国久松一,クニヒサ ショウイチ,クニヒサ
国松彰,クニマツ アキラ,クニマツ
国松慶輝,クニマツ ヨシキ,クニマツ
国吉佑樹,クニヨシ ユウキ,クニヨシ
功刀義幸,クヌギ ヨシユキ,クヌギ
久野勝美,クノ カツミ,クノ
フレッド・クハウルア,フレッド・クハウルア,クハウルア
ダーウィン・クビアン,ダーウィン・クビアン,クビアン
ジェフ・クベンカ,ジェフ・クベンカ,クベンカ
久保貴裕,クボ アツヒロ,クボ
久保吾一,クボ ゴイチ,クボ
久保重男,クボ シゲオ,クボ
久保祥次,クボ ショウジ,クボ
久保孝之,クボ タカユキ,クボ
久保俊巳,クボ トシミ,クボ
久保友之,クボ トモユキ,クボ
久保文雄,クボ フミオ,クボ
久保守,クボ マモル,クボ
久保充広,クボ ミツヒロ,クボ
久保康生,クボ ヤスオ,クボ
久保康友,クボ ヤストモ,クボ
久保裕也,クボ ユウヤ,クボ
久保征弘,クボ ユキヒロ,クボ
久保拓眞,クボ タクマ,クボ
久保木清,クボキ キヨシ,クボキ
窪田淳,クボタ アツシ,クボタ
久保田治,クボタ オサム,クボタ
久保田智,クボタ サトシ,クボタ
久保田智之,クボタ トモユキ,クボタ
久保寺昭,クボデラ アキラ,クボデラ
久保寺雄二,クボデラ ユウジ,クボデラ
久保山和夫,クボヤマ カズオ,クボヤマ
久保山誠,クボヤマ マコト,クボヤマ
熊谷敬宥,クマガイ タカヒロ,クマガイ
熊耳武彦,クマガミ タケヒコ,クマガミ
熊澤当緒琉（熊澤とおる）,クマザワ トオル,クマザワ
熊澤秀浩,クマザワ ヒデヒロ,クマザワ
熊代聖人,クマシロ マサト,クマシロ
熊野輝光,クマノ テルミツ,クマノ
熊原健人,クマバラ ケント,クマバラ
隈部一郎,クマベ イチロウ,クマベ
久米勇紀,クメ ユウキ,クメ
公文克彦,クモン カツヒコ,クモン
倉信雄,クラ ノブオ,クラ
蔵文男,クラ フミオ,クラ
倉義和,クラ ヨシカズ,クラ
ジェラルド・クラーク,ジェラルド・クラーク,クラーク
フィル・クラーク,フィル・クラーク,クラーク
マット・クラーク,マット・クラーク,クラーク
セス・グライシンガー,セス・グライシンガー,グライシンガー
フィル・クライン,フィル・クライン,クライン
フィル・クライン,フィル・クライン,クライン
ビリー・クラウス,ビリー・クラウス,クラウス
ジュリスベル・グラシアル,ジュリスベル・グラシアル,グラシアル
倉島今朝徳,クラシマ ケサノリ,クラシマ
フランクリン・グラセスキー,フランクリン・グラセスキー,グラセスキー
倉田晃（倉田隆司）,クラタ アキラ,クラタ
倉田邦房,クラタ クニフサ,クラタ
倉田誠,クラタ マコト,クラタ
倉高新始,クラタカ シンジ,クラタカ
ダン・グラッデン,ダン・グラッデン,グラッデン
倉野信次,クラノ シンジ,クラノ
倉橋寛,クラハシ ヒロシ,クラハシ
ジェイソン・グラボースキー,ジェイソン・グラボースキー,グラボースキー
倉骨道広,クラホネ ミチヒロ,クラホネ
アレックス・グラマン,アレックス・グラマン,グラマン
倉持明,クラモチ アキラ,クラモチ
倉本信護,クラモト シンゴ,クラモト
倉本慎也,クラモト シンヤ,クラモト
倉本寿彦,クラモト トシヒコ,クラモト
倉本信護,クラモト ノブモリ,クラモト
英智（蔵本英智),クラモト ヒデノリ,クラモト
蔵本光夫,クラモト ミツオ,クラモト
蔵本治孝,クラモト ハルタカ,クラモト
マイク・グラン,マイク・グラン,グラン
九里亜蓮,クリ アレン,クリ
ダグ・クリーク,ダグ・クリーク,クリーク
アンディ・グリーン,アンディ・グリーン,グリーン
デビッド・グリーン,デビッド・グリーン,グリーン
ディーン・グリーン,ディーン・グリーン,グリーン
マイク・グリーンウェル,マイク・グリーンウェル,グリーンウェル
ユリエスキ・グリエル,ユリエスキ・グリエル,グリエル
ルルデス・グリエルJr,ルルデス・グリエルJr,グリエルジュニア
栗生信夫,クリオ ノブオ,クリオ
栗岡英智,クリオカ ヒデトモ,クリオカ
栗木孝幸,クリキ タカユキ,クリキ
ボブ・クリスチャン,ボブ・クリスチャン,クリスチャン
栗田聡,クリタ サトシ,クリタ
栗田雄介,クリタ ユウスケ,クリタ
栗橋茂,クリハシ シゲル,クリハシ
栗原健太,クリハラ ケンタ,クリハラ
栗原陵矢,クリハラ リョウヤ,クリハラ
ビル・グリヒン,ビル・グリヒン,グリヒン
栗本光明,クリモト ミツアキ,クリモト
栗山聡,クリヤマ サトシ,クリヤマ
栗山巧,クリヤマ タクミ,クリヤマ
栗山英樹,クリヤマ ヒデキ,クリヤマ
ライアン・グリン,ライアン・グリン,グリン
リック・クルーガー,リック・クルーガー,クルーガー
イバン・クルーズ,イバン・クルーズ,クルーズ
トミー・クルーズ,トミー・クルーズ,クルーズ
ヘクター・クルーズ,ヘクター・クルーズ,クルーズ
ライナー・クルーズ,ライナー・クルーズ,クルーズ
ルイス・クルーズ,ルイス・クルーズ,クルーズ
マーク・クルーン,マーク・クルーン,クルーン
ラファエル・クルス,ラファエル・クルス,クルス
グルン（アル・グルンワルド）,アル・グルンワルド,グルンワルド
ボビー・クレイマー,ボビー・クレイマー,クレイマー
マイケル・クレス,マイケル・クレス,クレス
マイケル・クレスニック,マイケル・クレスニック,クレスニック
フェリペ・クレスポ,フェリペ・クレスポ,クレスポ
呉本成徳,クレモト シゲノリ,クレモト
呉山義雄,クレヤマ ヨシオ,クレヤマ
黒岩弘,クロイワ ヒロシ,クロイワ
黒江透修,クロエ ユキノブ,クロエ
黒尾重明,クロオ シゲアキ,クロオ
ゲーリー・グローバー,ゲーリー・グローバー,グローバー
DTクローマー,ディーティークローマー,クローマー
黒川豊久,クロカワ トヨヒサ,クロカワ
黒川浩,クロカワ ヒロシ,クロカワ
黒川春樹,クロカワ ハルキ,クロカワ
黒木貞男（貞夫）,クロキ サダオ,クロキ
黒木知宏,クロキ トモヒロ,クロキ
黒木弘重,クロキ ヒロシゲ,クロキ
黒木幹彦,クロキ ミキヒコ,クロキ
黒木実,クロキ ミノル,クロキ
黒木宗行,クロキ ムネユキ,クロキ
黒木基康,クロキ モトヤス,クロキ
黒木優太,クロキ ユウタ,クロキ
黒木純司（黒木潤司）,クロギ ジュンジ,クロギ
黒坂幸夫,クロサカ ユキオ,クロサカ
黒崎武,クロサキ タケシ,クロサキ
黒沢翔太,クロサワ ショウタ,クロサワ
黒沢俊夫,クロサワ トシオ,クロサワ
キップ・グロス,キップ・グロス,グロス
黒瀬健太,クロセ ケンタ,クロセ
黒瀬春樹,クロセ ハルキ,クロセ
黒田一博,クロダ カズヒロ,クロダ
黒田健吾,クロダ ケンゴ,クロダ
黒田哲史,クロダ サトシ,クロダ
黒田真治,クロダ シンジ,クロダ
黒田真二,クロダ シンジ,クロダ
黒田勉,クロダ ツトム,クロダ
黒田博樹,クロダ ヒロキ,クロダ
黒田正宏,クロダ マサヒロ,クロダ
黒田祐輔,クロダ ユウスケ,クロダ
黒田幸夫,クロダ ユキオ,クロダ
黒田能弘,クロダ ヨシヒロ,クロダ
黒田能弘,クロダ ヨシヒロ,クロダ
黒田響生,クロダ ヒビキ,クロダ
黒滝将人,クロタキ マサト,クロタキ
マイケル・クロッタ,マイケル・クロッタ,クロッタ
黒羽根利規,クロバネ トシキ,クロバネ
黒原祐二,クロハラ ユウジ,クロハラ
ジョー・クロフォード,ジョー・クロフォード,クロフォード
ウォーレン・クロマティ,ウォーレン・クロマティ,クロマティ
桑認,クワ ミトム,クワ
桑島甫,クワジマ ハジメ,クワジマ
桑田茂,クワタ シゲル,クワタ
桑田武,クワタ タケシ,クワタ
桑田真澄,クワタ マスミ,クワタ
桑名重治,クワナ シゲハル,クワナ
桑野議,クワノ ハカル,クワノ
桑原謙太朗,クワハラ ケンタロウ,クワハラ
桑原樹,クワハラ タツキ,クワハラ
桑原将志,クワハラ マサユキ,クワハラ
桑原義行,クワハラ ヨシユキ,クワハラ
鍬原拓也,クワハラ タクヤ,クワハラ
桑原庄治,クワバラ ショウジ,クワバラ
チャック・ケアリー,チャック・ケアリー,ケアリー
タイゲイニー,タイ・ゲイニー,ゲイニー
慶元秀章,ケイモト ヒデアキ,ケイモト
リチャード・ゲイル,リチャード・ゲイル,ゲイル
ジョー・ゲインズ,ジョー・ゲインズ,ゲインズ
ルーファス・ゲインズ,ルーファス・ゲインズ,ゲインズ
ウェイン・ケージ,ウェイン・ケージ,ケージ
マイク・ケキッチ,マイク・ケキッチ,ケキッチ
アレファンドロ・ケサダ,アレファンドロ・ケサダ,ケサダ
ボビー・ケッペル,ボビー・ケッペル,ケッペル
ケムナ誠,ケムナ マコト,ケムナ
アレックス・ゲレーロ,アレックス・ゲレーロ,ゲレーロ
ウィルフィレーセル・ゲレロ,ウィルフィレーセル・ゲレロ,ゲレロ
玄岡正充,ゲンオカ マサミツ,ゲンオカ
源五郎丸洋,ゲンゴロウマル ヒロシ,ゲンゴロウマル
源田壮亮,ゲンダ ソウスケ,ゲンダ
劔持節雄（劔持貴寛）,ケンモツ タカオ,ケンモツ
呉元敞,ゴ ゲンショウ,ゴ
呉昌征（呉波）,ゴ ショウセイ,ゴ
呉新亨,ゴ シンギョウ,ゴ
呉俊宏,ゴ トシヒロ,ゴ
呉新亨（萩原寛）,ゴ シンギョウ,ゴ（ハギハラ）
五井孝蔵,ゴイ コウゾウ,ゴイ
小池兼司,コイケ ケンジ,コイケ
小池繁雄,コイケ シゲオ,コイケ
小池翔大,コイケ ショウタ,コイケ
古池拓一,コイケ タクイチ,コイケ
小池秀郎,コイケ ヒデオ,コイケ
小池正晃,コイケ マサアキ,コイケ
小石博孝,コイシ ヒロタカ,コイシ
小石澤浄孝,コイシザワ キヨタカ,コイシザワ
小泉恒美,コイズミ ツネヨシ,コイズミ
高英傑,コウ エイケツ,コウ
高信二,コウ シンジ,コウ
交告弘利,コウケツ ヒロトシ,コウケツ
香坂英典,コウサカ ヒデノリ,コウサカ
香田勲男,コウダ イサオ,コウダ
幸田正広,コウダ マサヒロ,コウダ
幸田優,コウダ マサル,コウダ
合田栄蔵,ゴウダ エイゾウ,ゴウダ
河内卓司,コウチ タクジ,コウチ
河野旭輝,コウノ アキテル,コウノ
河野昭修,コウノ アキノブ,コウノ
河埜和正,コウノ カズマサ,コウノ
鴻野淳基,コウノ ジュンキ,コウノ
河野大樹,コウノ ダイキ,コウノ
河埜敬幸,コウノ タカユキ,コウノ
河野博,コウノ ヒロシ,コウノ
河野博文,コウノ ヒロフミ,コウノ
河野安男,コウノ ヤスオ,コウノ
河野友軌,コウノ ユウキ,コウノ
神戸拓光,コウベ タクミ,コウベ
高村良嘉,コウムラ ヨシカズ,コウムラ
高屋俊夫,コウヤ トシオ,コウヤ
幸山一大,コウヤマ カズヒロ,コウヤマ
神山一義,コウヤマ カズヨシ,コウヤマ
フィル・コーク,フィル・コーク,コーク
ティム・コーコラン,ティム・コーコラン,コーコラン
レイ・コージ,レイ・コージ,コージ
エリック・コーディエ,エリック・コーディエ,コーディエ
ジョニー・ゴームズ,ジョニー・ゴームズ,ゴームズ
郡拓也,コオリ タクヤ,コオリ
ブライアン・コーリー,ブライアン・コーリー,コーリー
マーク・コーリー,マーク・コーリー,コーリー
